"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2020-04-10","Canada","CA","Ontario","CAON",,6,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-10","Canada","CA","Quebec","CAQC",,40,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-10","Canada","CA","British Columbia","CABC",,10,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-10","Canada","CA","Ontario","CAON",,20,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-10","Canada","CA","Ontario","CAON",,25,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-10","Canada","CA","Ontario","CAON",,15,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-10","Canada","CA","British Columbia","CABC",,25,2,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-10","Canada","CA","Ontario","CAON",,50,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-11","Canada","CA","Ontario","CAON",,100,1,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-12","Canada","CA","Alberta","CAAB",,30,1,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-12","Canada","CA","Ontario","CAON",,100,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-12","Canada","CA","Alberta","CAAB",,20,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-13","Canada","CA","Ontario","CAON",,100,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-15","Canada","CA","Alberta","CAAB",,30,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-15","Canada","CA","Ontario","CAON",,200,4,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-15","Canada","CA","Ontario","CAON",,12,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-15","Canada","CA","Ontario","CAON",,100,3,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-16","Canada","CA","British Columbia","CABC",,50,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-17","Canada","CA","Ontario","CAON",,50,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-18","Canada","CA","Ontario","CAON",,30,2,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-20","Canada","CA","Ontario","CAON",,50,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-23","Canada","CA","Ontario","CAON",,100,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-24","Canada","CA","Ontario","CAON",,50,0,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
"2020-04-25","Canada","CA","Quebec","CAQC",,50,2,,,,,,,,,,,,,,,,,,,,,,,"CA-g-sheet",,
